Gen,x0_0,x0_1,x1_0,x1_1,x2_0,x2_1,x3_0,x3_1,x4_0,x4_1,x5_0,x5_1,x6_0,x6_1,x7_0,x7_1,x8_0,x8_1,x9_0,x9_1,x10_0,x10_1,x11_0,x11_1,x12_0,x12_1,x13_0,x13_1,x14_0,x14_1,x15_0,x15_1,x16_0,x16_1,x17_0,x17_1,x18_0,x18_1,x19_0,x19_1,x20_0,x20_1,x21_0,x21_1,x22_0,x22_1,x23_0,x23_1,x24_0,x24_1,x25_0,x25_1,x26_0,x26_1,x27_0,x27_1,x28_0,x28_1,x29_0,x29_1,
42,-0.063266,-0.165433,-0.081342,0.236505,0.323795,-0.221765,0.323795,-0.221765,0.127542,-0.640657,0.569181,0.286242,0.569181,0.286242,-0.097178,1.182060,-0.103475,-1.235520,-0.103475,-1.235520,0.023037,-1.336351,0.023037,-1.336351,0.657766,-0.682051,-0.771719,0.610831,0.626672,1.243820,0.582892,-1.350273,-0.474996,1.483479,0.878149,-0.872947,0.878149,-0.872947,0.773526,-1.221045,0.854367,-1.251959,1.044333,0.533027,1.044333,0.533027,0.081956,1.997860,0.535881,1.875344,0.535881,1.875344,0.975693,-1.166141,-1.120862,-0.296631,-1.120862,-0.296631,1.044296,0.968783,
43,-0.110701,0.094449,-0.110701,0.094449,-0.106073,0.226133,-0.106073,0.226133,-0.148583,-0.197347,-0.148583,-0.197347,0.210597,0.447152,-0.005239,-0.669240,-0.036767,-0.668662,-0.100786,-0.730698,-0.224500,0.747120,-0.224500,0.747120,-0.049712,0.876420,0.473339,0.454707,0.594587,0.371790,-0.079804,-1.262915,0.658263,-0.495831,-0.041446,-1.316859,-0.041446,-1.316859,-0.639843,0.642769,0.636843,-0.661856,-0.736382,0.058147,0.734790,0.156554,-0.724275,0.535479,-0.428544,-1.255169,-0.428544,-1.255169,0.539760,-1.162345,0.539760,-1.162345,0.633204,0.996997,-0.795260,1.024266,
44,-0.182252,-0.043452,-0.165093,0.160126,-0.022497,0.556604,-0.022497,0.556604,0.281304,-0.254410,0.141544,-0.578716,0.141544,-0.578716,0.321114,-0.317620,-0.379663,0.303413,-0.379663,0.303413,0.405104,0.225333,0.428170,-0.070223,0.428170,-0.070223,0.534386,0.253299,0.254417,1.004220,-0.343093,0.917105,0.486146,-0.708746,0.486146,-0.708746,0.224383,1.095323,0.224383,1.095323,0.633331,0.434517,0.590084,0.640603,0.578537,0.718222,-0.370264,1.242500,-0.370264,1.242500,-0.736050,0.330009,0.751480,-0.345111,0.751480,-0.345111,0.773177,-0.559743,-0.663394,-0.975262,
45,0.170042,0.017210,0.170042,0.017210,-0.149365,0.484850,-0.278166,-0.311795,-0.278166,-0.311795,-0.242247,0.571622,-0.119520,-0.885200,-0.536562,-0.020365,-0.533348,-0.143992,-0.533348,-0.143992,-0.513274,-0.423422,-0.475468,0.671214,-0.475468,0.671214,-0.180863,1.136341,-0.180863,1.136341,0.052250,1.215937,-0.421645,1.034946,-0.562604,-0.780775,-0.562604,-0.780775,0.474758,0.986294,-0.256410,-1.254929,0.747480,-0.123165,0.747480,-0.123165,-0.730138,0.359077,-0.730138,0.359077,0.445307,1.170342,-0.627462,0.877694,-0.627462,0.877694,0.600151,0.952390,-0.700882,-0.695351,
46,-0.299025,-0.102319,0.228006,-0.617356,0.228006,-0.617356,-0.347410,-0.605320,-0.042704,0.906037,-0.042704,0.906037,-0.514298,0.226626,0.294341,-1.007511,-0.604202,-0.705865,-0.604202,-0.705865,0.659911,-0.689173,0.659911,-0.689173,0.592634,0.960878,-0.594273,0.976141,0.710839,-0.913432,0.710839,-0.913432,-0.041766,1.605116,0.409998,-1.450062,-0.482226,-1.382818,-0.755279,0.866161,0.354341,1.506565,-0.739126,-0.945985,0.628301,1.282397,-0.902373,-0.147114,0.745470,1.235744,0.951321,0.580749,0.951321,0.580749,-0.317391,1.766152,-0.775103,1.385355,-1.012878,-0.543753,
47,-0.253384,-0.103907,0.278787,-0.328554,0.278787,-0.328554,0.301669,0.454169,0.301669,0.454169,0.150515,-0.673723,0.150515,-0.673723,-0.392332,-0.085151,-0.392332,-0.085151,0.320187,-0.462748,-0.236648,0.763720,-0.469918,-0.145860,-0.033727,0.948994,-0.033727,0.948994,-0.047669,-0.962512,-0.047669,-0.962512,-0.497277,-0.404700,-0.497277,-0.404700,0.537377,-0.256106,0.537377,-0.256106,-0.531775,-0.371781,-0.248667,1.062613,-0.248667,1.062613,-0.388181,0.976998,-0.589044,0.663193,-0.585038,-0.789921,0.552514,-0.873859,0.552514,-0.873859,-0.740544,0.268651,0.766189,-0.020183,
48,0.112615,-0.322996,-0.120364,-0.436045,-0.153786,0.423345,-0.287674,-0.034349,0.289110,0.188159,0.289110,0.188159,-0.223220,0.407832,0.374048,-0.229745,0.374048,-0.229745,-0.242875,-0.682120,-0.242875,-0.682120,0.445756,-0.169090,0.273192,0.862775,-0.462829,-0.653302,-0.462829,-0.653302,0.286096,1.095233,-0.489756,-0.871153,-0.489756,-0.871153,-0.534554,0.781068,-0.087862,-1.256898,0.353375,-1.142643,0.353375,-1.142643,-0.569983,0.881644,-0.400159,-1.173015,-0.561869,0.954882,-0.675460,-0.907365,-0.691747,-0.889167,0.307570,-1.457362,0.713444,-0.892457,0.713444,-0.892457,
49,-0.108406,-0.199087,0.150699,0.108474,-0.143209,0.184302,-0.083792,0.307643,0.046851,-0.453490,0.334792,0.264392,-0.072136,0.691222,-0.152915,-0.712997,0.076731,-0.758869,0.076731,-0.758869,-0.449260,-0.066809,-0.472719,-0.081537,0.485373,-0.073282,-0.047908,-0.978598,-0.047908,-0.978598,0.492466,0.389722,0.492466,0.389722,0.558365,0.033993,-0.540659,-0.406853,0.334740,-0.979385,-0.556844,-0.516477,0.602629,0.260173,0.602629,0.260173,-0.649473,0.071158,0.024169,1.227843,0.356690,-1.061284,0.356690,-1.061284,-0.551955,-0.741709,-0.170170,1.243971,0.341842,-1.132021,
50,0.115921,0.162841,0.115921,0.162841,0.135672,-0.124107,0.306041,-0.127497,-0.348009,0.076692,0.089159,0.712537,0.139559,0.736736,0.363174,-0.472084,-0.438629,0.242357,-0.438629,0.242357,0.383509,-0.515511,0.029229,0.937252,0.426304,-0.547469,0.525807,0.249397,0.525807,0.249397,-0.577671,0.154565,-0.052243,1.168078,-0.052243,1.168078,-0.384264,0.968914,-0.643626,0.086644,-0.116255,-1.190507,-0.612384,0.429257,0.692475,0.230038,0.701593,0.140294,-0.649755,-0.545959,-0.423135,1.089813,0.078399,1.399736,0.099335,1.463033,0.030417,-1.575883,0.484993,1.442904,
51,-0.017636,0.245358,-0.017636,0.245358,-0.107659,-0.216051,-0.107659,-0.216051,-0.182783,-0.312074,0.293249,0.095332,0.153545,-0.481546,-0.285580,-0.178724,0.164813,-0.671968,0.043475,0.761466,0.414456,-0.180075,0.394316,0.357894,-0.434129,-0.286879,0.293595,-0.680999,0.219505,-0.846562,-0.031678,-0.941054,-0.323712,0.740914,-0.323712,0.740914,0.473181,0.529468,-0.566063,-0.065012,0.310548,0.906088,0.310548,0.906088,0.064626,1.083058,0.064626,1.083058,0.579480,-0.231655,-0.597293,-0.192871,-0.597293,-0.192871,0.642821,0.250580,-0.404724,1.005736,-0.404724,1.005736,
52,-0.019593,-0.171417,0.135500,-0.076512,-0.015039,-0.285514,-0.160530,-0.278956,-0.272539,0.130967,-0.272539,0.130967,0.303629,-0.177697,0.360636,0.042616,0.382879,0.000866,-0.399607,0.305158,0.398542,0.702303,-0.369356,0.757391,0.054147,1.021549,0.559710,0.188698,0.511929,-0.503868,-0.597594,0.200247,0.100088,1.127327,-0.284729,1.048913,-0.439907,0.888011,0.646329,0.028792,0.646329,0.028792,-0.434298,0.932565,-0.630186,0.490992,0.293559,-1.276687,0.293559,-1.276687,0.680283,-0.594805,0.680283,-0.594805,-0.770909,0.483622,-0.518185,1.210320,-0.447991,1.308072,
53,0.031973,-0.157281,0.031973,-0.157281,0.098367,0.066895,0.251015,0.115658,-0.268583,-0.307304,-0.268583,-0.307304,-0.149151,0.549018,-0.379819,-0.024160,0.265249,-0.633661,0.265249,-0.633661,0.110764,-0.787491,0.420959,0.321695,-0.404009,0.546313,-0.404009,0.546313,0.367957,0.645223,0.367957,0.645223,0.527050,-0.037612,0.171030,1.007434,0.171030,1.007434,-0.277516,-0.953528,-0.457697,0.692077,-0.305758,0.955883,0.321908,1.007061,-0.594542,-0.408273,-0.594542,-0.408273,0.272851,-1.110063,0.466678,-0.929081,0.547186,0.760726,0.062614,1.276343,0.698072,-0.028077,
54,-0.015288,-0.077719,-0.015288,-0.077719,0.033981,0.126686,0.033981,0.126686,0.112872,-0.101248,-0.174883,-0.336787,-0.174883,-0.336787,-0.238513,0.166712,0.399414,-0.081293,0.399414,-0.081293,0.416791,0.235516,0.092258,-0.813724,0.034361,0.834302,0.366032,0.659496,0.366032,0.659496,0.419095,0.955039,-0.446312,-0.914921,-0.573929,-0.735704,-0.081488,-1.326576,-0.319986,1.240884,-0.319986,1.240884,0.628352,0.767884,0.696602,-0.679885,0.786740,0.137785,0.803043,-0.233941,0.715964,0.780171,-0.281906,1.476920,0.767742,0.694900,0.840934,-0.086813,-0.175687,-1.563655,
55,0.072642,-0.141152,0.072642,-0.141152,0.029340,0.244957,-0.079836,-0.259591,0.101104,0.257513,0.101104,0.257513,0.145814,0.291466,0.034992,-0.402989,-0.222298,0.143218,0.263228,0.084643,0.226594,0.276932,0.226594,0.276932,-0.189162,0.576222,-0.401993,-0.083400,0.476423,0.448382,0.476423,0.448382,0.535977,-0.159080,0.579009,0.492278,0.499043,-0.832321,0.499043,-0.832321,-0.663993,-0.374951,-0.203669,-1.369029,-0.603683,-0.919142,-0.603683,-0.919142,0.104162,1.477552,-0.835711,0.098619,-0.718435,0.889157,-0.495926,1.322567,-0.560388,1.268529,-0.417030,1.467219,
56,0.037048,0.242115,0.037048,0.242115,-0.166116,0.127726,0.152322,0.347767,0.276897,0.058028,0.291908,-0.228515,0.386214,-0.047108,0.258271,-0.604377,-0.179709,0.739456,-0.223518,-0.699680,-0.223518,-0.699680,-0.207597,-0.795372,-0.118935,0.856393,-0.118935,0.856393,0.473625,-0.166723,0.495574,-0.004201,-0.319728,0.810599,-0.537471,0.042835,0.229648,-0.923883,0.072268,1.038234,-0.543529,-0.380458,-0.543529,-0.380458,0.330099,-0.901188,-0.468002,0.698833,-0.468002,0.698833,-0.210749,-1.049025,-0.568757,0.492268,0.513444,-0.708388,-0.468080,0.823239,-0.468080,0.823239,
57,-0.066834,0.072889,0.006497,-0.165190,-0.075646,-0.103972,0.106473,0.245051,-0.062715,0.294428,0.169308,0.192325,-0.215577,-0.240546,-0.015684,-0.486453,-0.015684,-0.486453,0.014454,-0.487721,0.214448,-0.324260,0.149733,0.460708,0.149733,0.460708,0.310088,-0.129135,0.310088,-0.129135,0.250069,0.429743,-0.334491,0.368961,-0.334491,0.368961,-0.417167,-0.102020,-0.210832,-0.686837,-0.329884,0.509668,-0.329884,0.509668,0.354781,0.459761,-0.307689,0.570534,0.431452,0.032308,0.039440,0.854930,0.039440,0.854930,0.043111,-0.867037,0.373837,0.560089,-0.045421,-0.966650,
58,-0.080832,-0.066855,-0.051938,-0.237777,0.131748,0.089606,0.013639,0.261526,0.161285,0.006377,-0.146221,-0.162754,-0.146221,-0.162754,-0.048890,-0.379290,-0.202023,0.152509,-0.224331,0.061547,-0.045756,0.432183,-0.045756,0.432183,-0.065168,0.425831,-0.065168,0.425831,-0.121252,-0.383807,0.187831,0.515310,-0.290497,0.317443,-0.298247,0.344635,-0.144721,0.601458,-0.292883,0.402773,-0.299108,0.436639,0.408678,-0.136653,0.444832,0.086704,0.445764,-0.136158,-0.226309,0.742494,-0.226309,0.742494,-0.435475,-0.418536,-0.408061,0.518814,-0.408061,0.518814,-0.107377,-0.925094,
59,0.035421,-0.282606,0.035421,-0.282606,-0.202276,0.006464,-0.091215,0.343785,-0.210567,-0.157228,-0.145717,0.357368,-0.145717,0.357368,-0.007270,0.466747,0.157188,0.387687,-0.189301,0.442136,-0.189301,0.442136,-0.095930,-0.547002,-0.026081,-0.608340,-0.168109,0.551816,0.288071,0.416047,0.350436,0.267363,0.019542,-0.729617,-0.411080,-0.104609,-0.424302,-0.071622,-0.424302,-0.071622,0.306444,-0.604248,0.448726,0.098405,0.448726,0.098405,-0.213035,0.754002,-0.473267,-0.208015,-0.033666,0.995256,-0.394445,0.713119,-0.541962,-0.154332,-0.548378,0.284535,-0.454925,0.664443,
60,0.021256,0.159256,-0.110372,-0.148177,-0.128227,-0.103513,-0.128227,-0.103513,-0.145150,0.030291,-0.190223,0.045159,-0.188771,0.080109,0.078653,-0.401322,0.067811,0.408799,0.076834,0.453221,0.076834,0.453221,-0.287994,0.074143,0.141832,0.511173,0.054333,0.596222,-0.092499,-0.703912,-0.092499,-0.703912,0.398413,-0.088587,0.398413,-0.088587,0.424324,-0.238405,0.039604,0.823459,0.039604,0.823459,0.339680,0.623809,-0.438813,0.343048,0.251297,0.784256,0.364662,0.614588,0.364662,0.614588,0.456824,0.340161,0.341457,0.667248,0.164341,-0.868002,0.456164,0.368746,
61,-0.023501,0.043106,-0.023501,0.043106,-0.128735,0.029359,-0.128735,0.029359,0.053727,0.269980,-0.104028,0.328554,0.244051,0.047127,-0.247391,0.044706,-0.086155,-0.492264,-0.086155,-0.492264,0.120178,0.473428,0.193889,-0.382192,-0.140497,-0.511740,-0.222951,0.506653,-0.032250,-0.683234,0.320749,-0.362853,0.040799,-0.699158,-0.015704,-0.720725,-0.162452,-0.703209,-0.162452,-0.703209,-0.135411,0.778715,0.409831,-0.352114,-0.327370,-0.584884,0.389904,-0.435212,0.255462,0.749384,-0.311911,-0.698918,-0.120280,0.914043,0.418850,0.537784,0.462459,-0.405387,0.462459,-0.405387,
62,-0.009556,-0.054517,0.038111,0.036780,0.055042,0.007232,0.152963,-0.112786,0.176850,0.006640,-0.016844,-0.332211,-0.067184,0.312865,0.179858,0.038950,0.204645,0.112572,0.227203,-0.011182,0.155071,0.363311,0.228953,0.213606,-0.023529,0.522490,-0.023529,0.522490,0.165272,0.454426,-0.297818,-0.101920,0.227517,-0.456430,-0.207768,0.502355,0.335859,0.196828,-0.190361,0.572923,-0.191342,0.637464,-0.403130,-0.044253,-0.152848,0.723883,-0.186111,-0.707319,-0.005466,-0.798448,-0.052512,0.850736,0.476122,0.176091,0.476122,0.176091,-0.426133,0.454227,-0.454143,0.385489,
63,-0.020206,-0.052367,-0.020182,0.053430,0.030025,-0.044686,0.030025,-0.044686,-0.014157,-0.213294,-0.070887,0.291556,0.220388,-0.091174,-0.128608,0.367832,-0.056994,-0.443501,0.079769,-0.445539,0.125944,0.418877,0.003631,0.481750,-0.043190,-0.519677,-0.278924,-0.149314,0.243583,0.386518,-0.315308,-0.095948,0.291803,-0.370888,0.291803,-0.370888,0.322449,-0.321203,0.361492,-0.191082,0.309928,-0.496682,-0.041471,0.790416,0.425038,-0.172946,-0.219056,-0.726894,-0.330028,0.564950,0.358404,-0.572525,0.281610,-0.706040,0.338986,0.654163,0.325273,-0.696370,-0.024283,0.978352,
64,-0.027460,-0.302843,-0.172963,0.057850,0.064437,0.345008,0.064437,0.345008,0.086753,-0.377036,-0.210254,-0.146755,0.176439,-0.293816,-0.279440,0.082712,-0.280005,0.220957,0.146423,-0.525837,0.147252,-0.547247,0.184206,-0.526433,0.293428,-0.321044,0.293428,-0.321044,0.348324,-0.027904,0.329889,0.270568,-0.146138,0.663042,-0.146138,0.663042,0.085577,-0.711481,0.217172,-0.636600,0.217172,-0.636600,0.168313,-0.719798,0.168313,-0.719798,0.206205,-0.706391,0.206205,-0.706391,0.226353,-0.714697,0.226353,-0.714697,-0.453891,0.219159,-0.481068,0.020781,0.461221,-0.333079,
65,0.065260,0.215889,0.065260,0.215889,0.145346,0.046347,0.040776,0.283178,0.040776,0.283178,-0.147292,-0.118570,-0.002463,0.348123,0.077663,0.361440,0.202069,-0.224314,-0.183024,-0.324845,-0.254840,0.103920,-0.020670,0.512268,0.157503,-0.440204,0.020032,0.605415,0.020032,0.605415,-0.072319,-0.595209,-0.072319,-0.595209,-0.317672,0.167453,-0.317672,0.167453,0.263468,-0.431516,0.263468,-0.431516,-0.342492,-0.148311,0.275963,-0.487480,0.105333,0.686979,0.121414,0.798110,-0.328343,0.573541,-0.328343,0.573541,-0.394143,-0.401839,0.174211,-0.801187,0.053060,0.868655,
66,-0.115425,0.019764,0.009270,-0.256855,-0.080347,-0.217462,-0.178755,-0.069324,0.109989,-0.327577,0.109989,-0.327577,0.196379,0.163067,0.196379,0.163067,0.203707,-0.237855,0.235605,0.132856,0.248358,0.017883,0.117182,-0.411209,0.084896,0.459694,0.093964,0.461259,0.166692,-0.388427,0.132016,0.482104,0.132016,0.482104,0.140312,0.475868,-0.095543,-0.527875,0.094000,-0.533227,0.094000,-0.533227,-0.067351,-0.590956,0.290062,0.269584,0.344731,-0.083333,-0.356127,-0.121372,0.266704,0.481974,0.187031,0.610123,-0.198782,0.611705,0.204901,0.620806,-0.185882,-0.717125,
67,0.058695,0.097175,0.058695,0.097175,0.034072,0.234379,-0.058282,-0.284508,0.004333,-0.358032,0.004333,-0.358032,-0.156922,-0.214129,-0.110868,0.316969,0.208915,0.022370,-0.212065,-0.124756,-0.229339,0.030424,0.173006,0.296293,-0.093720,-0.420803,-0.093720,-0.420803,0.157573,0.371106,0.068499,-0.514298,-0.258375,-0.250532,0.057309,-0.554054,0.224929,-0.386436,0.224929,-0.386436,0.291016,0.183425,0.291016,0.183425,0.023750,0.591013,0.085906,0.603792,0.085906,0.603792,-0.085281,0.630896,-0.344719,0.104099,0.211515,-0.552108,0.211515,-0.552108,-0.338537,-0.270969,
68,0.082696,-0.136417,0.050534,0.207146,-0.123213,0.051375,-0.125194,0.052439,-0.125650,-0.161954,-0.176754,0.080144,0.032340,-0.343494,-0.188244,-0.009380,0.166864,0.185330,0.166864,0.185330,-0.165866,0.189229,0.058110,0.400840,0.058110,0.400840,-0.069353,-0.514916,-0.069353,-0.514916,-0.272713,-0.260073,0.283910,-0.273310,-0.320352,-0.012364,0.097685,0.585117,-0.156822,-0.572331,-0.323997,0.220545,-0.323997,0.220545,0.174793,0.609518,0.250132,-0.574498,0.128171,-0.709396,0.394357,-0.159839,0.344376,-0.425416,-0.013735,0.777911,-0.427815,0.170012,0.395149,0.388018,
69,-0.092703,-0.211347,-0.159011,0.055289,0.139375,-0.174346,0.149449,-0.277532,0.169797,-0.369215,0.194914,0.342259,0.194914,0.342259,-0.260947,-0.111593,0.270215,-0.036796,-0.285080,-0.021913,-0.084871,-0.512565,-0.284875,-0.193364,-0.284875,-0.193364,0.193332,0.467068,0.331972,-0.159084,0.342121,-0.101876,-0.360001,-0.135936,-0.360001,-0.135936,0.035853,0.703862,0.349229,0.282802,-0.351375,-0.324332,-0.355114,-0.332903,-0.365008,0.299031,0.295315,-0.531101,-0.326349,-0.497668,-0.326349,-0.497668,-0.323873,-0.551840,-0.108149,-0.793652,0.016153,-0.822406,0.133517,-0.811475,
70,-0.044406,0.042388,-0.044406,0.042388,0.009349,0.118725,0.009349,0.118725,-0.051246,-0.220240,-0.150863,-0.141918,0.108989,-0.316596,0.178833,-0.248355,0.045160,0.432600,0.106463,-0.427397,0.106463,-0.427397,0.189971,-0.334880,-0.283101,-0.095340,0.144841,0.480871,-0.263626,0.263150,-0.045138,0.561498,-0.045138,0.561498,0.103564,-0.537422,0.063272,-0.570834,-0.150945,-0.514951,-0.308128,-0.186266,-0.308128,-0.186266,0.241826,0.420888,-0.066261,0.620044,0.336699,-0.076528,0.336699,-0.076528,0.309640,-0.291051,0.309640,-0.291051,0.345945,-0.002685,-0.355332,0.027855,
71,-0.073651,0.005626,-0.073651,0.005626,0.056641,-0.118485,0.056641,-0.118485,0.129830,-0.025576,0.010146,0.270108,-0.102593,-0.199406,-0.102593,-0.199406,-0.101439,0.254211,0.172870,0.183122,0.172870,0.183122,-0.163802,-0.264262,-0.163802,-0.264262,-0.026573,0.443479,0.121293,0.403943,-0.247614,-0.054474,0.299763,0.160713,-0.233862,-0.389637,-0.233862,-0.389637,0.260001,-0.362589,0.314869,-0.276558,0.185831,-0.566888,-0.008071,-0.673233,-0.008071,-0.673233,-0.065872,-0.677353,-0.386922,0.027479,-0.297866,0.487899,-0.297866,0.487899,-0.383215,0.238276,-0.383215,0.238276,
72,-0.065186,-0.033521,0.121609,0.139924,0.143979,-0.079681,0.036704,0.294297,0.153120,0.120753,-0.086862,-0.272787,-0.086862,-0.272787,0.193110,-0.001955,-0.019800,0.385098,-0.202691,-0.138822,-0.100306,-0.383733,-0.100306,-0.383733,0.219979,0.219597,-0.224243,-0.214837,-0.224243,-0.214837,-0.119589,-0.465482,0.101358,0.510050,-0.195385,0.411636,-0.195385,0.411636,0.041963,0.582519,-0.281130,-0.266070,-0.001307,-0.652752,0.320299,-0.266102,0.332035,-0.267646,-0.391967,-0.087128,-0.075100,0.724312,-0.075100,0.724312,-0.245671,-0.587045,-0.278920,0.565669,0.397904,0.243574,
73,0.006493,-0.069330,-0.064919,0.148433,0.098674,-0.078246,-0.080730,0.134955,0.027914,-0.220699,0.138210,-0.082742,0.010024,0.276517,0.042738,-0.312112,0.156172,-0.162436,0.156172,-0.162436,-0.087397,0.312406,-0.087397,0.312406,0.190663,-0.052146,-0.208778,-0.087505,0.120082,-0.422354,0.255302,-0.111295,0.255302,-0.111295,-0.275488,-0.130011,-0.010684,-0.547291,-0.024909,0.612981,0.239305,0.443289,-0.223405,-0.471636,-0.223405,-0.471636,-0.345715,-0.176181,-0.345715,-0.176181,0.072721,-0.680741,0.251272,-0.518674,0.311238,-0.404131,0.242939,-0.560003,-0.290807,-0.499563,
74,0.075480,0.041403,-0.065286,0.120385,-0.078259,-0.264684,0.159259,0.159310,0.159259,0.159310,0.041488,-0.364631,0.041488,-0.364631,0.121427,-0.297197,0.087010,-0.336801,-0.069226,0.403124,-0.083934,-0.422035,-0.083934,-0.422035,0.217003,0.197489,0.083267,0.444817,0.083267,0.444817,0.252655,-0.012771,0.047495,-0.467145,-0.049687,0.477028,-0.026080,-0.526042,-0.026080,-0.526042,0.032202,-0.581368,-0.097537,0.583419,0.267558,0.398621,-0.333930,-0.151159,0.072312,-0.643885,0.273543,0.450279,-0.175029,0.610493,0.356499,0.281141,-0.369202,-0.217311,-0.244233,0.567094,
75,-0.007070,-0.107496,0.081684,0.094906,0.081684,0.094906,-0.053336,-0.186894,-0.053336,-0.186894,-0.035708,-0.257343,0.143672,-0.053839,0.143672,-0.053839,0.075653,-0.246228,0.156239,0.060178,-0.045521,-0.311774,-0.045521,-0.311774,0.185328,0.295256,0.194556,0.277132,0.194556,0.277132,0.233878,0.154161,0.066085,-0.502299,-0.244993,-0.316468,-0.244993,-0.316468,-0.336179,0.013404,-0.266842,-0.389203,-0.266842,-0.389203,0.151339,0.576873,-0.061346,-0.636701,-0.249977,-0.451175,0.340449,-0.173608,-0.049374,-0.659513,-0.265382,0.457852,0.330964,-0.327959,-0.375041,-0.127075,
76,0.047698,0.203294,0.099088,-0.151208,-0.014172,-0.317552,-0.029670,-0.329222,-0.006796,-0.382220,-0.078088,0.374334,-0.078088,0.374334,0.222924,0.055030,-0.086148,0.390390,0.112401,0.387327,-0.232806,-0.092084,0.213197,-0.200530,-0.124306,0.381369,-0.234701,0.137647,0.227707,-0.224726,0.117161,0.445120,-0.029235,-0.509177,0.115428,0.469360,-0.175132,-0.401515,-0.262622,-0.249680,0.294384,0.014925,0.245874,0.306879,0.040187,0.551414,0.040187,0.551414,-0.235689,0.361841,-0.276495,-0.246880,0.305402,-0.092329,0.195699,0.482891,-0.280072,-0.341388,0.332503,-0.131322,
77,0.026329,-0.068195,0.035508,-0.054950,-0.109950,-0.095110,0.118511,-0.053111,0.118511,-0.053111,-0.122865,0.120422,-0.122865,0.120422,0.179037,0.032461,-0.012344,0.361967,0.163276,0.219608,0.153273,-0.257617,0.086765,-0.371369,-0.264564,-0.039162,0.229678,0.279193,0.084936,-0.511160,0.228147,0.398044,0.228147,0.398044,0.249546,-0.367468,-0.095861,-0.622781,-0.315285,0.348510,-0.140972,0.635639,-0.142851,0.714993,0.410183,0.015999,0.097744,0.749996,-0.428169,-0.005914,0.331986,0.527553,0.331986,0.527553,0.361246,0.532697,0.361246,0.532697,-0.423617,-0.337140,
78,0.030371,-0.014519,-0.036004,0.140069,-0.098544,-0.043852,-0.098544,-0.043852,0.008210,-0.229495,0.005347,0.249908,0.058793,0.240500,-0.004858,0.266338,-0.004858,0.266338,-0.092984,0.226476,-0.189691,-0.158651,-0.226211,-0.159557,-0.226211,-0.159557,-0.186793,0.297501,-0.190698,0.295729,0.025714,0.485950,0.025714,0.485950,-0.252353,0.202933,0.190292,0.399290,0.190292,0.399290,-0.267570,0.281534,-0.189939,-0.455743,-0.189939,-0.455743,0.264619,0.341640,0.257861,0.385695,0.312623,-0.211434,0.312623,-0.211434,0.182588,-0.528538,-0.300467,0.363803,0.368971,-0.080156,
